车型,发动机类型,燃油类型,变速箱类型,排量(L),整备质量(kg),马力(hp),路况类型,交通状况,天气状况,环境温度(℃),驾驶风格,平均车速(km/h),车速波动,加速强度,刹车频率,定速巡航占比,海拔变化(m),胎压(bar),空调使用,乘客人数,行李重量(kg),纵向加速度均值(m/s²),纵向加速度标准差(m/s²),横向加速度均值(m/s²),横向加速度标准差(m/s²),急加速事件次数,急刹车事件次数,急变道事件次数,加减速切换频率(次/小时),怠速时间占比,大油门持续占比,加速度变化率均值(m/s³),百公里油耗(L)
轿车,混动,柴油,CVT,1.5,1897.0,156.0,城市道路,畅通,雨天,13.4,标准,38.4,35.4,0.38,0.6,0.74,141.0,2.7,1,2,39.0,1.559,0.887,1.463,0.414,1,5,1,4.7,0.069,0.0,1.279,14.27
MPV,涡轮增压,柴油,CVT,2.9,1772.0,161.0,乡村公路,缓行,雪天,-8.0,激进,50.8,27.6,0.45,0.78,0.53,252.0,2.7,0,4,114.0,2.444,0.637,1.267,0.838,1,0,2,23.5,0.115,0.033,0.742,25.0
跑车,混动,柴油,自动,3.8,2257.0,346.0,山区公路,严重拥堵,晴天,-3.9,温和,24.9,13.5,0.44,0.27,0.26,72.0,2.4,0,5,183.0,1.074,0.269,0.54,0.118,0,0,0,5.1,0.189,0.033,0.541,25.0
SUV,自然吸气,汽油,手动,3.1,2310.0,361.0,城市道路,拥堵,雾天,-3.5,温和,50.2,27.0,0.87,0.49,0.51,411.0,2.2,0,3,180.0,1.142,0.155,0.114,0.247,0,1,0,5.2,0.168,0.037,0.793,25.0
SUV,插电混动,汽油,自动,2.5,2448.0,106.0,高速公路,拥堵,晴天,11.0,温和,30.7,19.7,0.77,0.75,0.76,118.0,2.7,1,2,169.0,0.855,0.411,0.207,0.179,2,1,0,7.2,0.244,0.011,0.829,20.6
MPV,自然吸气,柴油,双离合,3.5,1260.0,162.0,山区公路,缓行,晴天,26.9,温和,58.1,23.7,0.55,0.2,0.09,466.0,2.1,0,4,178.0,0.421,0.21,0.503,0.205,1,0,0,8.4,0.166,0.048,0.157,18.63
跑车,混动,柴油,双离合,3.6,1464.0,369.0,城市道路,严重拥堵,雾天,-2.2,标准,72.6,33.8,0.38,0.32,0.09,316.0,2.7,0,4,13.0,0.607,0.868,1.137,0.121,1,2,1,8.1,0.11,0.022,0.728,25.0
皮卡,插电混动,汽油,自动,3.4,1922.0,325.0,山区公路,缓行,晴天,-5.2,标准,65.1,16.9,0.75,0.58,0.39,409.0,2.2,1,3,141.0,1.259,0.83,1.108,0.061,5,1,1,14.5,0.175,0.09,0.504,25.0
跑车,自然吸气,汽油,手动,1.8,2225.0,357.0,城市道路,拥堵,晴天,-9.1,温和,60.6,28.5,0.25,0.5,0.31,300.0,2.4,0,3,105.0,1.172,0.443,0.408,0.078,0,0,0,7.1,0.077,0.027,0.85,25.0
跑车,涡轮增压,汽油,手动,3.3,1502.0,118.0,城市道路,严重拥堵,雪天,0.3,温和,97.5,9.3,0.1,0.13,0.49,64.0,2.0,1,4,108.0,0.239,0.151,0.391,0.035,1,1,1,5.7,0.251,0.06,0.451,25.0
跑车,涡轮增压,柴油,手动,1.2,1293.0,283.0,城市道路,拥堵,雨天,1.1,激进,92.8,31.2,0.64,0.62,0.29,386.0,2.3,0,3,7.0,3.24,0.987,2.094,0.352,4,4,4,20.4,0.051,0.02,1.328,25.0
跑车,插电混动,汽油,手动,1.4,1732.0,371.0,乡村公路,拥堵,雾天,6.7,激进,98.5,14.7,0.84,0.15,0.41,81.0,2.4,1,1,85.0,2.615,0.954,1.285,0.308,2,2,1,14.9,0.175,0.063,1.436,25.0
跑车,混动,柴油,自动,3.8,1926.0,245.0,城市道路,严重拥堵,晴天,15.6,标准,117.1,24.4,0.85,0.68,0.41,116.0,2.7,0,3,148.0,2.079,0.486,0.812,0.077,3,0,2,8.7,0.179,0.065,1.582,25.0
皮卡,涡轮增压,汽油,双离合,1.4,1451.0,373.0,山区公路,严重拥堵,雪天,15.5,温和,50.3,32.3,0.83,0.43,0.31,190.0,2.3,0,2,177.0,0.655,0.07,0.284,0.119,4,0,0,5.7,0.081,0.046,0.509,25.0
SUV,混动,柴油,自动,3.1,1436.0,387.0,城市道路,缓行,雨天,-2.1,激进,117.1,25.7,0.26,0.16,0.62,316.0,2.8,1,5,35.0,1.047,0.845,1.213,0.597,2,5,3,4.6,0.062,0.033,0.748,22.26
轿车,涡轮增压,汽油,双离合,1.7,2485.0,101.0,城市道路,缓行,雾天,3.6,激进,67.8,34.2,0.39,0.31,0.36,403.0,2.9,0,1,53.0,1.651,0.641,1.545,0.189,1,0,2,21.2,0.128,0.143,2.459,25.0
SUV,涡轮增压,汽油,手动,1.8,2183.0,304.0,乡村公路,缓行,雨天,0.9,标准,79.6,9.2,0.41,0.54,0.64,9.0,2.9,1,2,7.0,0.566,0.723,0.926,0.582,2,0,0,5.9,0.249,0.042,0.96,22.11
皮卡,混动,汽油,自动,2.6,2473.0,253.0,乡村公路,严重拥堵,晴天,-4.6,激进,65.1,5.3,0.17,0.63,0.18,271.0,2.9,0,5,74.0,0.739,0.376,0.773,0.248,3,2,1,10.1,0.134,0.016,0.845,25.0
皮卡,自然吸气,柴油,自动,2.8,1490.0,271.0,城市道路,严重拥堵,晴天,33.9,标准,39.1,13.2,0.75,0.37,0.22,436.0,2.3,1,3,8.0,0.755,0.296,0.797,0.317,1,1,1,11.8,0.234,0.024,1.435,25.0
SUV,混动,汽油,CVT,1.8,2059.0,380.0,高速公路,拥堵,雪天,5.7,激进,50.7,33.8,0.2,0.59,0.19,154.0,2.7,1,3,132.0,0.967,1.167,0.818,0.335,1,2,2,11.4,0.174,0.087,0.744,25.0
皮卡,混动,汽油,手动,2.1,1905.0,374.0,高速公路,缓行,晴天,-5.4,标准,75.6,28.0,0.12,0.66,0.66,298.0,3.0,0,1,137.0,1.232,0.803,0.682,0.407,2,0,0,16.5,0.089,0.119,0.514,19.14
MPV,自然吸气,汽油,手动,2.4,1889.0,174.0,乡村公路,拥堵,雨天,13.8,标准,119.3,25.2,0.56,0.71,0.47,239.0,2.7,1,2,70.0,1.372,0.372,1.353,0.171,2,1,1,9.2,0.077,0.111,1.766,23.5
跑车,涡轮增压,柴油,CVT,2.2,1484.0,123.0,城市道路,拥堵,晴天,-2.2,激进,22.3,24.7,0.67,0.16,0.39,85.0,2.7,0,4,184.0,3.305,0.512,0.715,0.501,1,1,1,20.0,0.141,0.137,0.626,25.0
SUV,涡轮增压,汽油,双离合,1.2,2376.0,339.0,城市道路,缓行,雨天,-4.6,激进,111.8,29.2,0.15,0.58,0.72,166.0,2.1,1,3,22.0,0.745,0.87,0.666,0.124,7,4,1,9.2,0.135,0.157,1.565,25.0
皮卡,混动,汽油,手动,1.8,2323.0,351.0,高速公路,缓行,晴天,29.3,激进,59.5,5.6,0.29,0.11,0.78,403.0,2.8,1,2,73.0,0.737,0.918,1.545,0.485,3,2,1,25.5,0.16,0.022,2.507,22.54
跑车,混动,柴油,自动,3.0,1872.0,118.0,高速公路,严重拥堵,雪天,20.9,温和,67.4,26.0,0.74,0.12,0.39,333.0,2.4,0,3,135.0,1.044,0.076,0.16,0.256,0,0,2,4.2,0.189,0.039,0.528,22.5
皮卡,混动,汽油,双离合,3.0,1724.0,151.0,高速公路,拥堵,晴天,30.9,标准,78.6,17.5,0.49,0.79,0.18,295.0,2.4,0,2,130.0,0.945,0.281,0.731,0.476,2,2,2,13.4,0.227,0.045,0.82,19.47
轿车,自然吸气,柴油,手动,3.6,1772.0,303.0,城市道路,严重拥堵,雨天,-2.6,标准,67.7,16.3,0.76,0.44,0.21,485.0,2.1,0,4,180.0,2.196,0.714,0.328,0.466,1,1,0,13.7,0.256,0.07,0.354,25.0
皮卡,自然吸气,柴油,自动,2.1,1659.0,210.0,城市道路,畅通,晴天,8.5,激进,81.8,25.4,0.79,0.79,0.67,386.0,2.9,0,4,73.0,0.651,0.775,0.726,0.483,5,2,0,13.6,0.136,0.003,1.956,23.87
SUV,混动,柴油,CVT,3.7,2484.0,176.0,高速公路,缓行,晴天,9.2,标准,94.5,10.9,0.29,0.56,0.65,47.0,2.9,0,2,151.0,0.408,0.438,0.677,0.414,0,2,0,12.0,0.127,0.002,0.669,18.07
跑车,插电混动,柴油,自动,2.9,1207.0,164.0,高速公路,畅通,雾天,10.9,标准,34.4,21.0,0.35,0.49,0.16,350.0,2.4,1,1,137.0,1.763,0.198,1.337,0.421,2,0,2,15.4,0.225,0.014,1.462,15.37
SUV,涡轮增压,柴油,CVT,2.0,1787.0,107.0,城市道路,畅通,晴天,4.7,温和,67.7,15.4,0.48,0.71,0.6,212.0,2.3,0,4,125.0,0.525,0.248,0.257,0.174,0,0,1,4.7,0.198,0.058,0.774,16.55
MPV,自然吸气,汽油,自动,2.7,1975.0,241.0,乡村公路,畅通,晴天,21.6,温和,49.4,33.3,0.37,0.38,0.27,454.0,2.1,1,3,47.0,0.889,0.251,0.423,0.079,2,0,0,2.4,0.199,0.006,0.844,20.07
轿车,插电混动,柴油,CVT,1.8,1695.0,275.0,山区公路,拥堵,雨天,13.3,温和,43.3,15.6,0.82,0.68,0.16,204.0,2.7,0,5,150.0,1.123,0.27,0.568,0.263,2,1,0,8.5,0.271,0.01,0.227,18.24
轿车,涡轮增压,柴油,CVT,3.3,1614.0,183.0,乡村公路,缓行,晴天,0.1,激进,42.5,7.2,0.27,0.54,0.23,158.0,2.5,0,5,106.0,3.521,0.753,1.633,0.505,3,2,3,11.5,0.138,0.026,1.25,20.99
跑车,混动,汽油,双离合,4.0,2047.0,127.0,山区公路,缓行,雪天,-5.5,标准,104.6,5.9,0.88,0.78,0.26,275.0,2.3,1,5,129.0,1.48,0.144,0.431,0.586,3,1,1,13.9,0.125,0.068,0.46,25.0
SUV,插电混动,柴油,CVT,3.8,1434.0,354.0,高速公路,缓行,晴天,35.7,标准,115.7,24.1,0.26,0.41,0.46,129.0,2.6,0,3,48.0,0.971,0.624,1.345,0.249,0,0,0,14.4,0.101,0.091,1.676,15.38
皮卡,自然吸气,柴油,CVT,1.7,2253.0,217.0,乡村公路,缓行,雨天,15.5,温和,83.9,31.7,0.47,0.22,0.01,5.0,2.9,0,3,99.0,0.423,0.114,0.287,0.271,1,0,1,2.3,0.165,0.002,0.176,20.23
跑车,混动,汽油,双离合,1.8,1593.0,384.0,乡村公路,缓行,雾天,0.5,激进,45.3,10.0,0.26,0.2,0.05,391.0,2.7,1,3,5.0,1.111,0.399,0.418,0.696,6,1,1,26.1,0.162,0.141,1.588,24.76
SUV,涡轮增压,柴油,手动,2.7,2298.0,284.0,高速公路,畅通,雪天,26.1,激进,70.5,16.5,0.5,0.11,0.7,328.0,2.5,0,5,194.0,2.69,1.335,2.23,0.496,3,2,1,22.0,0.16,0.095,1.79,25.0
轿车,涡轮增压,汽油,手动,1.2,1883.0,143.0,城市道路,畅通,晴天,1.2,温和,54.5,23.2,0.74,0.1,0.18,338.0,2.1,0,1,117.0,0.353,0.13,0.414,0.177,2,0,0,4.6,0.081,0.01,0.678,15.95
MPV,自然吸气,柴油,双离合,2.4,2417.0,203.0,乡村公路,拥堵,雾天,21.1,激进,116.2,25.2,0.3,0.11,0.77,340.0,2.3,0,1,100.0,0.468,0.816,0.698,0.6,0,3,1,6.1,0.143,0.052,1.445,25.0
皮卡,涡轮增压,柴油,CVT,2.5,1337.0,268.0,乡村公路,拥堵,雨天,-6.8,温和,25.4,13.6,0.72,0.35,0.66,163.0,2.4,0,3,116.0,0.716,0.392,0.537,0.148,1,0,0,6.7,0.157,0.048,0.332,20.49
MPV,插电混动,柴油,自动,3.7,1955.0,270.0,乡村公路,畅通,雨天,32.7,温和,119.3,12.2,0.29,0.69,0.54,329.0,2.9,0,4,118.0,0.413,0.165,0.665,0.07,1,1,1,3.2,0.169,0.042,0.222,14.92
轿车,涡轮增压,柴油,自动,1.2,1758.0,369.0,城市道路,拥堵,晴天,23.0,标准,83.5,16.6,0.49,0.53,0.19,375.0,2.7,0,4,153.0,1.846,0.529,1.309,0.326,1,0,1,15.1,0.237,0.075,0.677,22.8
轿车,混动,柴油,自动,1.6,1295.0,370.0,高速公路,拥堵,雪天,29.9,标准,69.8,18.3,0.89,0.16,0.63,432.0,2.9,1,4,61.0,2.3,0.806,1.018,0.55,2,1,0,12.3,0.193,0.04,1.181,16.6
跑车,插电混动,汽油,自动,1.9,2498.0,362.0,山区公路,缓行,晴天,18.9,温和,96.6,39.4,0.77,0.64,0.68,51.0,2.3,0,5,97.0,1.066,0.185,0.125,0.046,0,0,0,4.1,0.235,0.027,0.172,25.0
SUV,涡轮增压,汽油,CVT,1.5,1696.0,344.0,山区公路,畅通,雪天,38.6,激进,73.3,24.8,0.48,0.72,0.62,375.0,2.0,0,2,114.0,1.07,1.342,0.741,0.185,0,1,0,10.6,0.138,0.116,1.202,25.0
皮卡,混动,汽油,CVT,2.3,1413.0,197.0,高速公路,严重拥堵,雪天,-6.5,标准,54.4,23.3,0.61,0.45,0.12,351.0,2.6,0,3,82.0,0.705,0.688,0.627,0.323,2,1,0,11.0,0.179,0.02,0.526,21.64
MPV,自然吸气,汽油,手动,3.0,2285.0,396.0,高速公路,缓行,晴天,7.0,温和,48.4,37.0,0.69,0.12,0.23,223.0,2.9,1,3,185.0,0.51,0.216,0.596,0.073,0,1,0,7.9,0.185,0.037,0.888,24.22
跑车,自然吸气,柴油,自动,3.5,2385.0,336.0,城市道路,拥堵,雨天,-3.8,激进,70.5,21.9,0.72,0.49,0.03,88.0,2.1,1,2,81.0,0.848,0.694,2.084,0.422,1,4,1,17.8,0.08,0.061,2.5,25.0
皮卡,混动,汽油,手动,3.0,2132.0,314.0,乡村公路,拥堵,雾天,2.4,温和,82.6,38.6,0.29,0.42,0.54,73.0,2.3,0,2,75.0,0.509,0.081,0.317,0.08,0,0,0,2.5,0.099,0.043,0.897,22.79
MPV,自然吸气,柴油,手动,1.5,1364.0,146.0,高速公路,畅通,雪天,30.8,标准,86.7,9.1,0.56,0.26,0.76,250.0,2.9,0,2,64.0,0.325,0.884,0.361,0.293,1,2,0,11.6,0.257,0.009,0.704,11.19
MPV,混动,柴油,自动,3.8,1984.0,251.0,高速公路,缓行,雾天,-5.6,温和,51.6,25.3,0.49,0.51,0.17,257.0,2.4,1,3,32.0,0.372,0.272,0.647,0.158,1,0,2,8.9,0.081,0.011,0.665,18.99
MPV,插电混动,汽油,CVT,3.4,1452.0,175.0,乡村公路,畅通,雪天,-0.3,温和,30.2,14.7,0.51,0.27,0.56,456.0,3.0,1,4,188.0,0.497,0.272,0.559,0.256,0,1,0,7.8,0.253,0.031,0.273,15.4
轿车,自然吸气,柴油,自动,3.9,1399.0,306.0,乡村公路,缓行,雨天,5.7,激进,24.0,11.3,0.66,0.41,0.75,244.0,3.0,1,4,33.0,1.446,1.217,1.975,0.594,2,2,0,13.3,0.052,0.105,0.588,21.5
MPV,涡轮增压,柴油,手动,3.8,1230.0,123.0,城市道路,拥堵,晴天,18.3,激进,60.7,17.1,0.53,0.27,0.44,436.0,2.7,0,4,130.0,3.127,0.335,0.46,0.815,2,4,0,10.7,0.173,0.122,0.711,24.83
MPV,混动,柴油,自动,1.2,2168.0,200.0,乡村公路,拥堵,雾天,25.8,标准,118.0,22.0,0.37,0.26,0.6,231.0,2.6,1,1,188.0,0.341,0.615,0.722,0.484,2,0,2,11.4,0.253,0.017,1.606,19.05
皮卡,插电混动,汽油,CVT,1.6,2018.0,230.0,高速公路,严重拥堵,雨天,29.7,标准,48.3,34.3,0.9,0.47,0.07,68.0,2.9,0,3,22.0,0.653,0.824,0.807,0.584,1,0,1,10.7,0.181,0.087,1.186,22.29
SUV,插电混动,汽油,自动,3.3,1964.0,392.0,高速公路,畅通,雪天,-5.2,标准,87.3,31.9,0.38,0.26,0.39,352.0,2.7,0,4,125.0,1.982,0.872,0.773,0.077,1,0,1,16.9,0.068,0.073,1.521,20.49
轿车,自然吸气,柴油,双离合,3.0,2491.0,370.0,高速公路,畅通,雪天,5.1,温和,100.8,11.2,0.83,0.5,0.55,226.0,2.6,0,2,79.0,1.107,0.142,0.711,0.164,0,1,1,6.6,0.24,0.019,0.39,20.18
SUV,自然吸气,汽油,CVT,3.9,1976.0,364.0,高速公路,严重拥堵,雪天,-4.1,激进,47.3,30.5,0.35,0.18,0.5,186.0,2.5,1,3,82.0,1.301,0.323,1.442,0.194,1,2,1,18.0,0.101,0.122,1.192,25.0
皮卡,混动,柴油,自动,1.2,2442.0,211.0,高速公路,严重拥堵,雾天,20.7,标准,113.3,16.0,0.74,0.2,0.6,275.0,2.8,1,2,92.0,1.787,0.192,1.46,0.336,1,0,1,14.4,0.222,0.082,1.207,23.33
轿车,插电混动,汽油,双离合,2.9,2386.0,371.0,高速公路,拥堵,晴天,12.3,温和,85.1,18.0,0.23,0.56,0.32,219.0,2.4,1,1,166.0,0.258,0.253,0.287,0.239,0,0,1,3.8,0.27,0.028,0.581,18.81
跑车,涡轮增压,汽油,自动,3.0,1773.0,154.0,乡村公路,严重拥堵,雪天,-9.4,标准,48.0,16.7,0.48,0.75,0.02,101.0,2.6,1,2,47.0,2.388,0.274,0.743,0.226,3,1,2,12.1,0.134,0.02,1.365,25.0
跑车,混动,柴油,自动,1.1,2406.0,215.0,高速公路,畅通,雪天,-0.3,标准,75.2,19.2,0.39,0.79,0.45,440.0,2.5,1,2,97.0,1.119,0.503,0.454,0.488,1,4,2,12.7,0.099,0.011,1.033,21.05
皮卡,插电混动,汽油,手动,2.7,2200.0,318.0,高速公路,严重拥堵,雾天,33.2,温和,67.7,23.6,0.57,0.63,0.7,263.0,2.9,0,4,40.0,0.639,0.189,0.157,0.101,1,0,0,8.6,0.076,0.046,0.841,21.88
轿车,自然吸气,柴油,自动,3.3,1364.0,361.0,山区公路,严重拥堵,雨天,16.1,温和,50.1,13.4,0.85,0.45,0.36,125.0,2.5,0,4,70.0,0.504,0.166,0.563,0.268,1,1,0,4.8,0.182,0.025,0.602,21.77
皮卡,混动,柴油,双离合,1.3,1204.0,368.0,城市道路,拥堵,雪天,22.2,标准,59.2,21.4,0.12,0.38,0.54,128.0,2.1,0,1,107.0,2.347,0.863,1.247,0.315,0,1,0,12.0,0.133,0.015,0.611,18.79
MPV,混动,汽油,双离合,2.0,2321.0,380.0,高速公路,严重拥堵,雾天,5.1,激进,119.3,35.0,0.87,0.46,0.41,196.0,2.7,0,4,159.0,3.51,0.922,1.793,0.338,1,2,1,19.0,0.175,0.07,2.521,25.0
SUV,插电混动,柴油,双离合,3.9,1776.0,244.0,高速公路,拥堵,雨天,17.0,激进,113.0,37.0,0.34,0.64,0.43,352.0,2.4,0,4,38.0,1.464,0.277,0.732,0.457,2,0,1,4.9,0.102,0.1,1.011,22.13
SUV,自然吸气,汽油,自动,3.8,2115.0,123.0,山区公路,缓行,雨天,14.2,激进,115.6,26.6,0.22,0.16,0.09,256.0,2.9,0,4,31.0,1.259,1.091,1.187,0.596,5,4,0,13.4,0.039,0.126,0.951,25.0
跑车,插电混动,汽油,自动,2.9,1396.0,239.0,乡村公路,严重拥堵,雨天,2.5,激进,50.6,16.5,0.33,0.29,0.4,175.0,2.2,0,1,157.0,0.793,0.623,1.754,0.24,1,4,2,21.5,0.129,0.077,0.454,24.24
跑车,插电混动,汽油,双离合,3.5,1648.0,118.0,山区公路,缓行,雾天,32.3,激进,95.0,37.0,0.39,0.5,0.34,155.0,2.1,1,2,42.0,0.988,1.245,1.833,0.699,2,2,3,19.3,0.041,0.028,1.615,25.0
MPV,自然吸气,汽油,CVT,3.1,2041.0,337.0,乡村公路,严重拥堵,雨天,8.1,标准,47.1,38.2,0.44,0.17,0.59,328.0,2.5,1,5,161.0,1.849,0.21,0.363,0.291,2,0,2,16.1,0.124,0.067,1.662,25.0
MPV,自然吸气,汽油,自动,2.7,2220.0,283.0,乡村公路,严重拥堵,雪天,0.3,标准,90.6,9.7,0.61,0.41,0.2,56.0,2.8,0,4,126.0,1.121,0.604,1.229,0.527,1,1,0,17.8,0.077,0.016,1.417,25.0
轿车,插电混动,柴油,自动,2.2,2420.0,152.0,高速公路,畅通,雾天,-3.7,激进,108.5,36.6,0.11,0.26,0.35,119.0,2.5,1,5,59.0,0.746,0.669,1.952,0.535,3,2,1,18.9,0.033,0.12,1.896,16.78
皮卡,涡轮增压,柴油,双离合,3.5,2110.0,113.0,山区公路,严重拥堵,雾天,-2.9,温和,106.0,11.4,0.53,0.29,0.01,62.0,2.6,1,2,170.0,1.169,0.409,0.367,0.292,0,1,2,4.1,0.082,0.018,0.56,25.0
MPV,涡轮增压,柴油,双离合,3.3,2419.0,299.0,高速公路,严重拥堵,晴天,-3.2,温和,28.2,5.7,0.86,0.74,0.07,233.0,2.4,1,3,59.0,0.951,0.437,0.145,0.153,2,0,2,7.0,0.327,0.052,0.349,25.0
轿车,混动,汽油,自动,3.5,1437.0,153.0,乡村公路,畅通,雨天,38.4,激进,29.8,27.2,0.37,0.24,0.24,311.0,2.1,0,1,51.0,2.637,0.406,2.067,0.552,5,2,1,9.0,0.101,0.128,1.823,17.43
轿车,插电混动,柴油,双离合,2.0,1641.0,282.0,高速公路,缓行,晴天,1.6,激进,69.7,36.3,0.43,0.22,0.14,3.0,2.6,0,4,46.0,1.9,0.233,0.9,0.595,2,3,2,26.5,0.076,0.134,0.591,14.26
皮卡,插电混动,汽油,手动,2.9,2017.0,306.0,高速公路,拥堵,雾天,21.1,激进,61.2,37.0,0.46,0.64,0.53,292.0,2.9,1,4,187.0,3.002,0.91,0.889,0.419,3,1,3,15.6,0.035,0.081,1.423,25.0
MPV,自然吸气,汽油,自动,3.5,1208.0,221.0,城市道路,缓行,晴天,13.5,温和,47.1,33.8,0.86,0.47,0.61,454.0,2.5,0,3,146.0,1.199,0.343,0.427,0.072,2,0,0,7.9,0.222,0.044,0.573,21.5
MPV,插电混动,柴油,双离合,3.9,2006.0,109.0,城市道路,严重拥堵,雪天,-5.2,温和,63.7,31.4,0.79,0.65,0.51,107.0,2.3,1,5,113.0,0.8,0.205,0.435,0.059,2,0,1,3.5,0.117,0.013,0.253,24.62
皮卡,插电混动,柴油,手动,3.6,1984.0,196.0,高速公路,严重拥堵,雪天,31.7,标准,53.0,23.9,0.18,0.79,0.58,108.0,2.6,1,2,158.0,2.109,0.621,1.05,0.505,3,1,1,15.0,0.22,0.002,1.631,23.54
跑车,涡轮增压,汽油,手动,2.7,1923.0,202.0,高速公路,缓行,雪天,-3.2,温和,103.1,9.5,0.48,0.27,0.61,97.0,2.2,0,4,176.0,0.577,0.07,0.585,0.211,2,0,0,5.5,0.347,0.002,0.695,21.69
跑车,自然吸气,柴油,双离合,2.0,1436.0,259.0,山区公路,拥堵,雪天,6.9,标准,21.7,32.7,0.65,0.37,0.19,249.0,2.8,1,2,72.0,1.818,0.606,0.895,0.534,3,1,1,13.8,0.186,0.066,0.973,25.0
皮卡,涡轮增压,柴油,CVT,2.9,2371.0,327.0,乡村公路,畅通,雾天,14.8,温和,46.8,28.2,0.15,0.72,0.43,342.0,2.6,1,4,145.0,1.068,0.131,0.267,0.281,0,0,0,7.8,0.183,0.013,0.379,24.39
SUV,自然吸气,汽油,CVT,2.2,1819.0,291.0,山区公路,拥堵,雾天,0.9,激进,79.5,18.5,0.26,0.63,0.49,188.0,2.7,0,5,135.0,1.846,0.563,2.097,0.668,1,2,0,13.9,0.091,0.127,2.56,25.0
皮卡,插电混动,柴油,双离合,3.8,1627.0,207.0,山区公路,畅通,晴天,16.0,激进,113.7,7.6,0.4,0.55,0.03,171.0,2.9,1,5,48.0,2.887,0.71,1.205,0.097,4,2,1,21.4,0.082,0.114,2.458,22.42
轿车,插电混动,汽油,双离合,2.6,1246.0,276.0,城市道路,畅通,晴天,30.7,温和,65.4,16.7,0.47,0.22,0.15,496.0,2.8,1,4,158.0,0.817,0.449,0.365,0.277,0,0,1,4.6,0.269,0.002,0.418,12.76
皮卡,插电混动,汽油,手动,2.6,1472.0,348.0,城市道路,缓行,雨天,-2.5,温和,21.8,11.6,0.4,0.52,0.25,497.0,2.6,0,4,56.0,0.463,0.066,0.267,0.253,0,1,2,8.7,0.104,0.009,0.538,18.9
MPV,涡轮增压,汽油,CVT,2.3,2457.0,379.0,高速公路,缓行,雨天,-8.7,标准,58.1,22.7,0.48,0.78,0.64,259.0,2.0,0,2,48.0,1.798,0.348,0.17,0.432,4,0,2,10.0,0.17,0.11,0.485,25.0
轿车,混动,汽油,双离合,1.8,1548.0,379.0,高速公路,拥堵,雪天,7.5,激进,36.0,24.4,0.6,0.4,0.01,48.0,2.8,0,1,52.0,1.23,1.343,1.915,0.265,2,0,0,16.6,0.111,0.133,1.066,20.08
SUV,自然吸气,汽油,CVT,3.8,2005.0,326.0,乡村公路,拥堵,晴天,11.3,激进,109.1,24.8,0.88,0.29,0.14,263.0,2.5,0,1,19.0,3.506,0.833,1.941,0.643,2,1,0,20.8,0.162,0.114,0.832,25.0
SUV,插电混动,柴油,CVT,2.1,1398.0,189.0,乡村公路,拥堵,雨天,13.6,标准,68.4,17.4,0.71,0.4,0.09,288.0,2.2,0,4,120.0,0.887,0.62,0.452,0.067,3,0,1,13.8,0.076,0.054,1.113,16.6
皮卡,混动,柴油,CVT,3.0,1836.0,383.0,高速公路,严重拥堵,雪天,12.7,激进,90.5,9.6,0.33,0.42,0.45,283.0,2.9,0,5,78.0,2.887,0.589,0.772,0.37,2,1,3,26.9,0.052,0.152,2.36,25.0
SUV,插电混动,汽油,手动,1.7,1300.0,162.0,山区公路,拥堵,雾天,-8.8,温和,56.4,20.3,0.61,0.52,0.6,349.0,2.8,0,1,111.0,1.141,0.171,0.295,0.129,1,0,0,4.1,0.273,0.019,0.696,18.04
MPV,涡轮增压,汽油,自动,3.7,1247.0,206.0,山区公路,畅通,雪天,18.9,温和,57.6,25.1,0.5,0.58,0.0,461.0,2.7,1,5,71.0,0.398,0.328,0.67,0.082,1,0,0,6.2,0.093,0.0,0.731,21.54
跑车,混动,柴油,手动,3.5,1859.0,244.0,城市道路,畅通,雾天,31.3,激进,26.6,34.5,0.74,0.68,0.19,277.0,2.3,0,2,174.0,2.451,0.685,0.995,0.734,1,0,5,15.7,0.112,0.154,2.125,25.0
皮卡,自然吸气,汽油,手动,3.8,2149.0,302.0,乡村公路,拥堵,晴天,18.3,标准,39.9,21.4,0.85,0.33,0.3,72.0,2.2,0,2,142.0,2.179,0.867,0.925,0.168,1,2,1,16.8,0.089,0.058,1.574,25.0
皮卡,混动,柴油,CVT,2.0,2450.0,254.0,城市道路,严重拥堵,雾天,37.6,激进,58.7,19.7,0.17,0.34,0.21,20.0,2.3,0,2,49.0,3.037,0.332,1.752,0.814,2,1,2,5.6,0.1,0.021,1.231,25.0
跑车,自然吸气,汽油,自动,2.0,1986.0,242.0,山区公路,严重拥堵,晴天,6.4,标准,64.2,32.2,0.23,0.58,0.53,423.0,2.7,1,3,139.0,1.303,0.464,1.096,0.313,1,0,0,14.1,0.097,0.028,1.314,25.0
轿车,混动,汽油,手动,1.2,1489.0,231.0,乡村公路,缓行,雾天,29.0,激进,48.6,27.5,0.17,0.38,0.55,386.0,2.4,0,5,63.0,2.586,0.466,2.063,0.252,1,0,2,10.7,0.054,0.044,1.051,15.43
皮卡,插电混动,汽油,手动,2.8,1550.0,245.0,高速公路,畅通,晴天,35.9,标准,48.7,28.9,0.61,0.29,0.46,67.0,3.0,1,2,193.0,1.766,0.494,1.417,0.086,3,1,0,17.2,0.095,0.075,0.961,15.91
SUV,插电混动,柴油,自动,2.1,1369.0,271.0,乡村公路,畅通,晴天,9.3,标准,51.0,20.7,0.62,0.79,0.28,196.0,2.5,0,2,107.0,0.364,0.776,0.929,0.289,0,0,0,13.4,0.081,0.012,1.402,13.59
